ID,lat,lon,Address
CFM00064403,-3.483,12.617,"Soukuy, Mouhoun, Boucle du Mouhoun, Burkina Faso"
SF002321230,29.53,26.6,"الوادي الجديد, مصر"
SF004021660,27.27,27.6,"الوادي الجديد, مصر"
TOM00065357,9.55,1.167,"Elonasi, Cogo, Litoral, Región Continental, Guinea Ecuatorial"
WA010082900,19.83,17.17,"Borkou بوركو, Tchad تشاد"
SF000694830,32.55,22.28,"أسوان, مصر"
SF000486240,33.42,22.37,"البحر الأحمر, مصر"
GV000001829,10.38,-9.3,"Kabada 1, Kankan, Kankan-Centre, Kankan, Guinée"
WA007848260,22.27,17.47,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
SF008125670,22.45,31.317,"درنة, ليبيا"
ET000063460,7.083,38.483,"ሀዋሳ / Hawassa, ሲዳማ ክልል / Sidama, 1923, ኢትዮጵያ"
WZ004094600,27.17,31.27,"بصرة, أسيوط, مصر"
WA011998200,17.67,15.47,"N’Guigmi, Diffa, Niger"
ET000063474,7.133,40.0,"ሮቤ / Robe, Bale, ኦሮሚያ ክልል / Oromia, ኢትዮጵያ"
WA004191820,26.53,18.12,"Mellit, ولاية شمال دارفور, السودان"
SF000688570,32.78,21.98,"أبو حمد, نهر النيل, السودان"
SU000062781,12.7,28.433,"وادي الشاطئ, ليبيا"
SF000111320,34.2,21.6,"حلايب, البحر الأحمر, السودان"
SF001861390,30.32,18.08,"الولاية الشمالية, السودان"
SF004321960,26.77,24.62,"الوادي الجديد, مصر"
SF002988710,28.53,29.0,"مطروح, مصر"
WA010066890,19.98,16.38,"Tibesti تيبستي, Tchad تشاد"
WA004925090,25.98,17.78,"Mellit, ولاية شمال دارفور, السودان"
SF001215980,31.97,25.83,"الوادي الجديد, مصر"
SF005113100,25.67,27.18,"الوادي الجديد, مصر"
NG000061043,14.9,5.25,"Nana-Mambéré, Ködörösêse tî Bêafrîka / République centrafricaine"
GHM00065439,7.362,-2.329,"Sunyani Airport, Odomase Road, Nkwabeng, Sunyani, Sunyani Municipal District, Bono Region, Ghana"
WA010095930,19.88,17.83,"Borkou بوركو, Tchad تشاد"
SFM00068368,26.139,28.246,"مطروح, مصر"
SF006795320,23.87,30.3,"البطنان, ليبيا"
NGM00061053,13.033,3.3,"Koungoulou, Somalomo, Haut-Nyong, Est, Cameroun"
AGM00060457,35.883,0.117,"Akuse, Lower Manya Krobo Municipal District, Eastern Region, Ghana"
SF001650030,30.55,21.52,"الواحات, ليبيا"
SF002040500,30.33,27.02,"مطروح, مصر"
WA010036080,19.63,14.85,"Batha البطحة, Tchad تشاد"
SF000343810,33.85,25.22,"البحر الأحمر, مصر"
TZ000063791,-3.417,37.067,"Puesto de la Solana, Dílar, Comarca de la Vega de Granada, Granada, Andalucía, 18196, España"
SF005114690,25.82,27.27,"الوادي الجديد, مصر"
SF002957600,28.67,27.43,"الوادي الجديد, مصر"
CGM00064360,11.591,27.531,"وادي الشاطئ, ليبيا"
SF000581920,33.2,27.12,"البحر الأحمر, مصر"
SF002332110,29.52,27.13,"الوادي الجديد, مصر"
WA010041550,19.58,15.1,"Batha البطحة, Tchad تشاد"
NG000061096,13.233,11.983,"Musari, Masu, Gongulong, Jere, Borno, Nigeria"
SF003918570,27.28,22.48,"الوادي الجديد, مصر"
SF005104330,25.72,26.75,"الوادي الجديد, مصر"
SF001963750,30.25,23.22,"الوادي الجديد, مصر"
NGM00061045,13.983,10.3,"Touloum, Ndoukoula, Diamaré, Extrême-Nord, Cameroun"
WA006564570,23.62,18.77,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SF005116720,25.7,27.35,"الوادي الجديد, مصر"
CMM00064930,4.6,13.733,"Birni N'Konni, Tahoua, Niger"
SF004705160,26.1,25.28,"الوادي الجديد, مصر"
ZI000067889,18.283,32.75,"قنا, مصر"
SF004378340,26.9,27.47,"الوادي الجديد, مصر"
SF004762460,26.1,28.15,"مطروح, مصر"
SF001447910,31.183,24.95,"الوادي الجديد, مصر"
EGM00062337,31.073,33.836,"Al Arish, 55, Arish, شبة جزيرة سيناء, مصر"
SF003304210,28.02,27.75,"الجيزة, مصر"
SUM00062750,14.0,32.333,"محافظة المرقب, ليبيا"
SF002911480,28.95,25.08,"الوادي الجديد, مصر"
SF004745020,26.38,27.28,"الوادي الجديد, مصر"
TOM00065355,9.767,1.091,"Madyamebe, Cogo, Litoral, Región Continental, Guinea Ecuatorial"
WA010063530,19.88,16.2,"Borkou بوركو, Tchad تشاد"
WA006990520,23.37,18.03,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SF001541420,31.37,29.58,"الجيزة, مصر"
SF000107420,34.37,21.42,"حلايب, البحر الأحمر, السودان"
WA006538810,23.68,17.5,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
IV000005578,5.25,-3.93,"Rue d'Adjoufou, Adjifou Un, Port-Bouët, Abidjan, Côte d’Ivoire"
WA007843280,22.47,17.18,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SUM00062803,11.867,31.05,"الجبل الغربي, ليبيا"
SF002690430,29.22,30.03,"مطروح, مصر"
SF002402840,29.73,30.67,"الإسكندرية, مصر"
MZ000067217,13.3,35.233,"القضارفي, القضارف, السودان"
SF002954080,28.8,27.23,"الوادي الجديد, مصر"
SF003948780,27.13,23.98,"الوادي الجديد, مصر"
MR000001461,17.53,-14.68,"Menongue, Cuando Cubango, Angola"
CF000004454,-1.9,15.85,"Cercle Gourma-Rharous, Tombouctou, Mali"
SF006794410,23.87,30.28,"البطنان, ليبيا"
SF007175950,23.4,27.35,"الواحات, ليبيا"
SF001672640,30.9,22.65,"الوادي الجديد, مصر"
SF000871860,32.1,20.12,"الولاية الشمالية, السودان"
CD000004705,10.48,16.72,"Gouré, Zinder, Niger"
GB000004501,-0.72,8.78,"Central Gonja District, Savannah Region, Ghana"
MAM00067152,22.55,45.4,"Poiana Mărului, Zăvoi, Caraș-Severin, 327439, România"
SF004108780,27.13,32.0,"أسيوط, مصر"
WA004166110,26.68,16.85,"Mellit, ولاية شمال دارفور, السودان"
SF002578450,29.08,24.48,"الوادي الجديد, مصر"
SF002013760,30.27,25.72,"الوادي الجديد, مصر"
CGM00064228,-6.417,20.85,"الحوض الشرقي, موريتانيا"
AGM00060535,34.683,3.25,"Letea, Turkana, Rift Valley, Kenya"
SF002721210,29.03,31.58,"بنى سويف, مصر"
LYE00147751,32.76,22.66,"أسوان, مصر"
CD000064754,11.033,20.283,"Bilma, Agadez, Niger"
SF004428670,26.93,29.98,"مطروح, مصر"
SF003312710,28.03,28.17,"الجيزة, مصر"
LYE00147745,32.4097,15.05,"Buraymah, Al Gutaina, ولاية النيل الأبيض, السودان"
SF001524680,31.3,28.77,"بنى سويف, مصر"
SF003393540,28.4,32.2,"البحر الأحمر, مصر"
SF000400350,33.083,18.017,"ad-Damir, نهر النيل, السودان"
MP000061990,20.433,57.683,"محافظة الوسطى, عمان"
SF000123030,34.07,22.18,"البحر الأحمر, مصر"
LYE00147744,32.67,13.15,"34 Squire Residential Street, كوستي, ولاية النيل الأبيض, السودان"
LYE00147750,32.7997,21.88,"أبو حمد, نهر النيل, السودان"
CMM00064851,10.451,14.257,"Gouré, Zinder, Niger"
SF003593040,27.57,24.18,"الوادي الجديد, مصر"
SF004066070,27.12,29.85,"مطروح, مصر"
SF001428050,31.42,23.95,"الوادي الجديد, مصر"
MA000067143,21.2,48.367,"Árpád utca, Hernádcéce, Gönci járás, Borsod-Abaúj-Zemplén vármegye, Észak-Magyarország, Alföld és Észak, 3887, Magyarország"
SF006791970,23.78,30.13,"البطنان, ليبيا"
AGM00060520,35.2,-0.617,"Itoik -Boito Road, Kapkatet, Kapkatet ward, Bureti, Kericho, Rift Valley, Kenya"
SF005133370,25.62,28.2,"مطروح, مصر"
TZ000063816,-4.083,37.717,"Quijada, Martos, Jaén, Andalucía, España"
SF000288380,34.017,22.383,"البحر الأحمر, مصر"
SFM00068592,29.617,31.133,"الإسكندرية, مصر"
SF000474360,33.27,21.77,"أبو حمد, نهر النيل, السودان"
GB000004500,0.38,9.45,"Tatale Sangule District, Northern Region, Ghana"
SF002037370,30.28,26.92,"الوادي الجديد, مصر"
KE000063723,-0.467,39.633,"CV-331, La Mallá, Bétera, el Camp de Túria, València / Valencia, Comunitat Valenciana, España"
SF002702190,29.15,30.63,"مطروح, مصر"
SF000592430,33.05,27.65,"البحر الأحمر, مصر"
IV000065528,9.5,-7.567,"Odienné, Kabadougou, Denguélé, Côte d’Ivoire"
SF005951610,24.68,31.1,"البطنان, ليبيا"
IV000005592,4.42,-7.37,"Tabou, San Pedro, Bas-Sassandra, Côte d’Ivoire"
WA006141880,24.13,19.12,"Mellit, ولاية شمال دارفور, السودان"
SF001224800,32.0,26.27,"سوهاج, 82811, مصر"
SF000535880,33.3,24.83,"أسوان, مصر"
SF000084700,34.32,20.3,"بورتسودان, البحر الأحمر, 79800, السودان"
BC005452830,25.22,25.67,"الوادي الجديد, مصر"
SF001440850,31.42,24.55,"الوادي الجديد, مصر"
NIM00065271,7.704,8.614,"Nasarawa, Nigeria"
SF000996220,32.35,26.35,"سوهاج, مصر"
SF001793440,30.75,28.72,"المنيا, 61694, مصر"
MOM00060135,34.051,-6.752,"Itigi, Singida, Central Zone, Tanzania"
GV000001816,10.93,-14.25,"Guilere, Boké-Centre, Boké, Guinée"
SUM00062751,14.4,33.483,"أم بش, ود مدني, ولاية الجزيرة, السودان"
SF003221720,28.33,23.58,"الوادي الجديد, مصر"
SF000945130,32.05,23.78,"أسوان, مصر"
BY000064390,-3.317,29.317,"Tabelbala ⵜⴰⴱⴻⵍⴱⴰⵍⴰ تبلبالة, Daïra de Tabelbala, Béni Abbès, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
WA006127330,24.22,18.42,"Mellit, ولاية شمال دارفور, السودان"
SF006340500,24.35,29.03,"البطنان, ليبيا"
AGM00060656,27.7,-8.167,"Haut-Katanga, République démocratique du Congo"
SF004007920,27.2,26.95,"الوادي الجديد, مصر"
SF001753710,30.8,26.883,"الوادي الجديد, مصر"
SF005188860,25.78,31.0,"مطروح, مصر"
SF002688450,29.08,30.0,"مطروح, مصر"
SF006791390,23.82,30.08,"البطنان, ليبيا"
SF006772590,23.82,29.13,"البطنان, ليبيا"
SF003323490,28.32,28.7,"الجيزة, مصر"
SF000480430,33.217,22.033,"أسوان, مصر"
WA005663090,24.65,16.68,"Mellit, ولاية شمال دارفور, السودان"
SF000473590,33.48,21.7,"حلايب, البحر الأحمر, السودان"
SF004020810,27.35,27.55,"الوادي الجديد, مصر"
WA007433700,22.67,18.72,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SF001731340,30.73,25.58,"الوادي الجديد, مصر"
TZ000063962,10.667,35.583,"RL1551, زرمدين الشمالية, معتمدية زرمدين, ولاية المنستير, 5020, تونس"
WA011045350,18.92,18.3,"Borkou بوركو, Tchad تشاد"
MAM00067027,15.667,46.352,"Vrhloga, Brezje pri Slovenski Bistrici, Slovenska Bistrica, 2321, Slovenija"
SF001815610,30.87,29.82,"الجيزة, مصر"
AGM00060468,35.55,6.183,"Maji, Bench Maji, የደቡብ ምዕራብ ኢትዮጵያ ህዝቦች ክልል / South West Ethiopia Peoples' Region, ኢትዮጵያ"
SF002965830,28.73,27.85,"المنيا, مصر"
AGM00060355,36.933,6.95,"Dawro, የደቡብ ምዕራብ ኢትዮጵያ ህዝቦች ክልል / South West Ethiopia Peoples' Region, ኢትዮጵያ"
ZA000067475,10.217,31.133,"برج الخضراء, معتمدية رمادة, ولاية تطاوين, تونس"
SF000753660,32.58,25.25,"الوادي الجديد, مصر"
AGM00060369,36.767,3.1,"North Horr, Marsabit, Eastern, Kenya"
SF001272980,31.97,28.68,"البحر الأحمر, مصر"
SF001033970,32.12,28.25,"المنيا, مصر"
SF002720020,29.03,31.52,"بنى سويف, مصر"
SF004773090,26.15,28.68,"مطروح, مصر"
MLM00061293,12.383,-5.467,"Subantando - Mazengo, Mbaca, Baca, Cabinda, Angola"
SF004375170,26.62,27.3,"الوادي الجديد, مصر"
SF001803940,30.57,29.23,"جبل مدينة جعران, الفيوم, مصر"
GHM00065475,5.783,0.633,"R11, Soli Korpe, Ada Foah, Ada East District, Greater Accra Region, GY-0243-6529, Ghana"
WA007431170,22.95,18.57,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
ML000061297,11.35,-5.683,"Makandiassa, Cercle de Sikasso, Région de Sikasso, Mali"
SF001452610,31.35,25.15,"الوادي الجديد, مصر"
SF004374520,26.53,27.27,"الوادي الجديد, مصر"
SF002307640,29.73,25.93,"الوادي الجديد, مصر"
SF001984350,30.25,24.23,"الوادي الجديد, مصر"
SF000781530,32.55,26.6,"سوهاج, مصر"
EGM00062423,27.05,27.983,"مطروح, مصر"
SF002284950,29.75,24.78,"الوادي الجديد, مصر"
SF001012570,32.28,27.15,"أسيوط, مصر"
MO000060195,32.68,-4.73,"Nzega, Tabora, Central Zone, Tanzania"
KE000063624,3.933,41.867,"Township ward, Mandera East, Mandera, North Eastern, Kenya"
SF005944440,24.92,30.77,"البطنان, ليبيا"
SF000853090,32.15,19.2,"الولاية الشمالية, السودان"
IV00000I096,5.32,-4.02,"Avenue Amadou Gon Coulibaly, Abidjan, Le Plateau, Abidjan, Côte d’Ivoire"
SF000981840,32.07,25.62,"الوادي الجديد, مصر"
SF000236780,33.8,19.9,"بورتسودان, البحر الأحمر, 79800, السودان"
MO000060156,33.367,-7.583,"Chunya, Mbeya, Southern Highlands Zone, Tanzania"
UVM00065503,12.353,-1.512,"Nzambi I, Ogooué-Lolo, Gabon"
WA008337530,21.55,19.43,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
WA009154460,20.93,15.75,"Wadi Fira وادي فيرا, Tchad تشاد"
WA003840230,27.38,18.52,"Mellit, ولاية شمال دارفور, السودان"
WA010526410,19.18,16.37,"Borkou بوركو, Tchad تشاد"
SF001003290,32.48,26.68,"سوهاج, مصر"
SF001007790,32.48,26.93,"سوهاج, مصر"
SF007641610,22.683,29.1,"الواحات, ليبيا"
SF002597430,29.38,25.42,"طريق الخارجه, موط, بلاط, الوادي الجديد, مصر"
IVM00065563,6.903,-5.366,"Aéroport international de Yamoussoukro, Boulevard de l'Aéroport, Yamoussoukro, Côte d’Ivoire"
SF000683290,32.98,21.68,"أبو حمد, نهر النيل, السودان"
SF003670660,27.6,28.05,"الجيزة, مصر"
LY000062131,29.12,15.95,"Sowdari, ولاية شمال كردفان, السودان"
WA008712590,21.32,16.15,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
SF003617360,27.75,25.37,"الوادي الجديد, مصر"
CTM00064601,5.967,15.633,"Abalak, Tahoua, Niger"
ZI000067964,20.15,28.617,"الواحات, ليبيا"
WA007387890,22.65,16.45,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
WA007350110,22.68,14.53,"Kulbus, سلطنة دار المساليت, السودان"
CT000004654,8.4,20.65,"Arlit, Agadez, Niger"
SF002250650,29.58,23.05,"الوادي الجديد, مصر"
UG000063654,1.683,31.717,"El Abiodh Sidi Cheikh ⵍⴻⴱⵢⴻⴹ ⵙⵉⴷⵉ ⵛⵛⵉⵅ الأبيض سيدي الشيخ, Daïra El Abiodh Sidi Cheikh, El Bayadh, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
MOM00060230,31.607,-8.036,"Milanzi, Sumbawanga Urban, Rukwa, Southern Highlands Zone, Tanzania"
SF002512610,29.35,21.15,"الولاية الشمالية, السودان"
SF000985950,32.42,25.83,"الوادي الجديد, مصر"
SF004401290,26.67,28.58,"مطروح, مصر"
MOE00147755,34.78,-1.93,"Sedeco, Serengeti, Lake Zone, Tanzania"
SF001416640,31.08,23.4,"الوادي الجديد, مصر"
SF002935140,28.58,26.3,"الوادي الجديد, مصر"
MOE00147754,35.18,-3.85,"Mbulu, Manyara, Northern Zone, Tanzania"
SF003692380,27.97,29.13,"D161, مطروح, مصر"
SF002751790,28.98,17.1,"الولاية الشمالية, السودان"
WA007401850,22.58,17.12,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SF006792210,23.7,30.13,"البطنان, ليبيا"
CT000004655,6.53,21.98,"Tamanrasset ⵜⴰⵎⴻⵏⵖⴻⵙⵜ تمنراست, Daïra Tamanrasset, Tamanrasset, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
SF002263270,29.95,23.68,"الوادي الجديد, مصر"
ZI000067965,20.017,28.617,"الواحات, ليبيا"
SF000068296,24.983,31.6,"امساعد, البطنان, ليبيا"
SF002394820,29.533,30.283,"مطروح, مصر"
ZI000067781,17.417,32.217,"سرت, ليبيا"
UG000063682,0.45,33.183,"Arbaouat ⵄⴻⵔⴱⴰⵡⴰⵜ عربوات, Daïra El Abiodh Sidi Cheikh, El Bayadh, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
SF003574130,27.88,23.23,"الوادي الجديد, مصر"
SF001827940,30.733,30.45,"المنوفية, مصر"
WA005310370,25.12,18.53,"Mellit, ولاية شمال دارفور, السودان"
SF005133470,25.78,28.2,"مطروح, مصر"
SF000787550,32.58,26.93,"سوهاج, مصر"
WA003844080,27.3,18.73,"Mellit, ولاية شمال دارفور, السودان"
LY000062124,27.02,14.45,"Mellit, ولاية شمال دارفور, السودان"
WA004222570,26.78,19.65,"Mellit, ولاية شمال دارفور, السودان"
KEM00063741,-1.3,36.75,"Seventh Day Adventist, Mama Wahu Road, Ngando ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
SF000528860,33.27,24.5,"أسوان, مصر"
SF002300270,29.95,25.5,"الوادي الجديد, مصر"
WA007424150,22.92,18.23,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
LYM00062120,30.383,13.583,"Sheikan, ولاية شمال كردفان, السودان"
SUM00062680,17.7,33.967,"عطبرة, نهر النيل, السودان"
SF002951160,28.93,27.07,"الوادي الجديد, مصر"
SF002098250,30.25,29.97,"البحيرة, مصر"
IV000065599,4.95,-6.083,"Le Phare Ouest, San Pédro - Sassandra, Sassandra, Gbôklé, Bas-Sassandra, Côte d’Ivoire"
SF002242080,29.95,22.62,"الوادي الجديد, مصر"
SF001933470,30.28,21.67,"الولاية الشمالية, السودان"
SF004742700,26.5,27.15,"الوادي الجديد, مصر"
KE000063619,3.533,39.033,"Butiye ward, Moyale, Marsabit, Eastern, Kenya"
EGM00062387,28.083,30.733,"مطروح, مصر"
SF002632800,29.18,27.15,"الوادي الجديد, مصر"
EGM00062378,29.867,31.333,"الإسكندرية, 21519, مصر"
SF003992410,27.02,26.15,"الوادي الجديد, مصر"
SF002271270,29.62,24.1,"الوادي الجديد, مصر"
EG000062432,25.4831,29.0,"مطروح, مصر"
WA004225380,26.97,19.8,"Mellit, ولاية شمال دارفور, السودان"
AGM00060630,27.233,2.5,"Haut-Uele, République démocratique du Congo"
SF002773860,28.93,18.22,"الولاية الشمالية, السودان"
SF005112910,25.75,27.18,"الوادي الجديد, مصر"
SF005165540,25.73,29.82,"مطروح, مصر"
SF003242020,28.37,24.58,"الوادي الجديد, مصر"
WA004528170,26.12,16.47,"Mellit, ولاية شمال دارفور, السودان"
SF000210550,33.92,18.53,"بربر, نهر النيل, السودان"
SF002606780,29.3,25.88,"الوادي الجديد, مصر"
SF004017980,27.3,27.47,"الوادي الجديد, مصر"
GHM00065460,6.1,0.117,"Akuse, Lower Manya Krobo Municipal District, Eastern Region, Ghana"
SF001014470,32.45,27.25,"أسيوط, مصر"
SF001524750,31.42,28.77,"بنى سويف, مصر"
SF004027880,27.13,27.95,"مطروح, مصر"
SF000228030,33.88,19.45,"بورتسودان, البحر الأحمر, 79800, السودان"
WA007828730,22.05,16.5,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
WA010111300,19.67,18.58,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
SF000273020,33.53,21.68,"حلايب, البحر الأحمر, السودان"
NG000001075,13.8,5.25,"Mandjou, Lom-et-Djérem, Est, Cameroun"
SF000104560,34.083,21.25,"حلايب, البحر الأحمر, السودان"
AGM00060430,36.3,2.233,"Turkana, Rift Valley, Kenya"
SF001810730,30.77,29.6,"الفيوم, مصر"
SF006305560,24.27,27.32,"الواحات, ليبيا"
NG000001049,14.25,13.12,"Lac البحيرة, Tchad تشاد"
MI000067588,14.167,33.667,"Horga, ولاية الجزيرة, السودان"
SF002807720,28.88,19.92,"الولاية الشمالية, السودان"
SF003332260,28.27,29.13,"مطروح, مصر"
SF002576550,29.42,24.37,"الوادي الجديد, مصر"
SF003988890,27.32,26.0,"الوادي الجديد, مصر"
NG000061024,16.967,7.967,"Logone Oriental لوقون الشرقية, Tchad تشاد"
SF001017190,32.5,27.42,"أسيوط, مصر"
WA009166980,20.63,16.4,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
SF004397690,26.82,28.43,"مطروح, مصر"
SF000207760,33.93,18.43,"بربر, نهر النيل, السودان"
SF004041520,27.03,28.6,"مطروح, مصر"
SF006781440,23.93,29.58,"البطنان, ليبيا"
SF002977210,28.52,28.42,"الجيزة, مصر"
GVM00061833,10.035,-10.77,"Faranah Airport, N2, Friguia, Sirakémoya, Faranah, Guinée"
SF005177620,25.7,30.43,"مطروح, مصر"
WA010107010,19.68,18.4,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
BNM00065330,9.35,2.617,"Gah, Kpébié, Parakou, Borgou, Bénin"
SF000236740,33.75,19.88,"بورتسودان, البحر الأحمر, 79800, السودان"
SF000174520,34.03,24.78,"البحر الأحمر, مصر"
SF000347620,33.7,25.433,"البحر الأحمر, مصر"
SF001458100,31.48,25.47,"الوادي الجديد, مصر"
SF000211300,33.67,18.58,"بربر, نهر النيل, السودان"
SF005111200,25.98,27.05,"الوادي الجديد, مصر"
SF001260820,31.87,28.05,"المنيا, مصر"
SF000322090,33.98,24.12,"البحر الأحمر, مصر"
SF001176750,31.75,23.88,"الوادي الجديد, مصر"
SF001274060,31.78,28.73,"بنى سويف, مصر"
WA007821460,22.43,16.08,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
NIM00065201,6.577,3.321,"Murtala Mohammed International Airport, Oduyemi Street, Ikeja, Lagos, 100282, Nigeria"
SF001797130,30.9,28.88,"نزلة الزاوية, بنى سويف, مصر"
SF004760400,26.17,28.03,"مطروح, مصر"
SF003704860,27.6,29.8,"مطروح, مصر"
WA009163230,20.88,16.18,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
IVM00065560,6.793,-6.473,"Aéroport de Daloa, Daloa-Issia, Mimia, Bla, Haut-Sassandra, Sassandra-Marahoué, Côte d’Ivoire"
MRM00061492,16.16,-13.508,"Cuvango, Huíla, Angola"
SF005911250,24.58,29.08,"البطنان, ليبيا"
SF002918990,28.98,25.5,"موط, الوادي الجديد, 72711, مصر"
SF002593480,29.3,25.18,"الوادي الجديد, مصر"
SF004318200,26.68,24.47,"الوادي الجديد, مصر"
AGM00060550,33.667,1.0,"Kigunda, Namutumba, Eastern Region, Uganda"
SF002270540,29.92,24.03,"الوادي الجديد, مصر"
SF003220710,28.18,23.55,"الوادي الجديد, مصر"
MAM00067137,21.442,47.112,"4141, Furta, Berettyóújfalui járás, Hajdú-Bihar vármegye, Észak-Alföld, Alföld és Észak, Magyarország"
SF002107980,30.3,30.45,"البحيرة, مصر"
SF001280320,31.53,29.05,"بنى سويف, مصر"
EKM00064810,3.755,8.709,"Orelope, Oyo, Nigeria"
SF002968250,28.75,27.97,"الجيزة, مصر"
MOE00147756,35.58,-5.33,"Mombose, Chemba, Dodoma, Central Zone, Tanzania"
SF001437840,31.07,24.45,"الوادي الجديد, مصر"
SF006727480,23.967,26.917,"الكفرة, ليبيا"
WA007372370,22.95,15.63,"Wadi Fira وادي فيرا, Tchad تشاد"
ZI000067755,17.617,27.333,"شعبية الجفرة, ليبيا"
SF005558780,25.13,31.0,"مطروح, مصر"
SF001481270,31.12,26.58,"الوادي الجديد, مصر"
SF001190820,31.87,24.55,"الوادي الجديد, مصر"
CT000004656,4.73,22.83,"Abalessa ⴰⴱⴰⵍⵉⵙⴰ أبلسة, Daïra Abalessa, Tamanrasset, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
WA005656660,24.6,16.38,"Mellit, ولاية شمال دارفور, السودان"
SF001250470,31.78,27.53,"أسيوط, مصر"
SF004761290,26.15,28.08,"مطروح, مصر"
SF007227210,23.02,29.92,"الواحات, ليبيا"
GB000004565,-1.53,13.27,"Bam, Centre-Nord, Burkina Faso"
WA012003750,17.75,15.72,"Barh el Gazel بحر الغزال, Tchad تشاد"
SF002277560,29.6,24.43,"الوادي الجديد, مصر"
SF001396580,31.47,22.37,"أسوان, مصر"
BC005836580,24.97,25.37,"الكفرة, ليبيا"
SF002528940,29.38,22.02,"الوادي الجديد, مصر"
SF002637600,29.17,27.45,"الوادي الجديد, مصر"
SF002883780,28.8,23.72,"الوادي الجديد, مصر"
WA006553970,23.62,18.23,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SF002552020,29.37,23.13,"الوادي الجديد, مصر"
SF004736860,26.45,26.88,"الوادي الجديد, مصر"
MOW00013019,33.3667,-7.5833,"Chunya, Mbeya, Southern Highlands Zone, Tanzania"
SF007657070,22.78,29.9,"الواحات, ليبيا"
MR000061497,16.6,-7.267,"Uíge, Angola"
SF005884060,24.77,27.73,"الواحات, ليبيا"
SF004087980,27.3,30.95,"مطروح, مصر"
SU000062650,19.167,30.483,"الواحات, ليبيا"
RWM00064387,-1.969,30.139,"Tamtert ⵜⴰⵎⵜⴻⵔⵜ تامترت, Daïra Béni Abbès, Béni Abbès, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
SF000752150,32.58,25.13,"الوادي الجديد, مصر"
SF003162940,28.38,20.67,"الولاية الشمالية, السودان"
SF003665290,27.8,27.8,"الجيزة, مصر"
SF001113730,31.72,20.72,"الولاية الشمالية, السودان"
SF001682500,30.7,23.1,"الوادي الجديد, مصر"
SF003677680,27.8,28.43,"الجيزة, مصر"
SF003395380,28.47,32.3,"البحر الأحمر, مصر"
SF002256790,29.82,23.38,"الوادي الجديد, مصر"
SF001332020,31.37,19.12,"الولاية الشمالية, السودان"
SF002444050,29.25,17.73,"الولاية الشمالية, السودان"
SF000921410,32.35,22.583,"أسوان, مصر"
SU000062730,15.467,36.4,"كسلا, السودان"
MOM00060150,33.879,-5.515,"Tura, Uyui, Tabora, Central Zone, Tanzania"
SF003663030,27.55,27.68,"الوادي الجديد, مصر"
SF000695590,32.82,22.32,"أسوان, مصر"
SF005458390,25.5,25.97,"الوادي الجديد, مصر"
SF004052950,27.43,29.17,"مطروح, مصر"
SF001547960,31.28,29.95,"نادي دجلة سبورتنج, شارع السكه الحديد, طره الحجاره, الفاروقية, القاهرة, 11729, مصر"
SF001470100,31.17,26.02,"الوادي الجديد, مصر"
SF005174300,25.67,30.25,"مطروح, مصر"
WA006490640,23.567,15.05,"كتم, ولاية شمال دارفور, السودان"
BN000065335,8.032,2.467,"Savè, Collines, Bénin"
WA007347730,22.88,14.43,"Kileki, Kulbus, سلطنة دار المساليت, 03131, السودان"
WA010558090,19.48,17.95,"Borkou بوركو, Tchad تشاد"
EGM00062435,25.45,30.533,"مطروح, مصر"
SF001146490,31.83,22.35,"أسوان, مصر"
AG000060390,36.7167,3.25,"North Horr, Marsabit, Eastern, Kenya"
SF000447650,33.25,20.43,"أبو حمد, نهر النيل, السودان"
SF004792250,26.25,29.63,"مطروح, مصر"
MLM00061291,12.534,-7.95,"Aéroport International President Modibo Keïta - Senou, Route Trans-Sahélienne, Sénou, Bamako, Mali"
SF000742960,32.933,24.667,"حوض سلوى قبلي, الكاجوج, أسوان, 81638, مصر"
