ID,lat,lon,Address
SF002386360,29.6,29.87,"مطروح, مصر"
MLM00061285,12.85,-11.233,"Kéniéba, Kayes, Mali"
AGM00060419,36.276,6.62,"Keffa, የደቡብ ምዕራብ ኢትዮጵያ ህዝቦች ክልል / South West Ethiopia Peoples' Region, ኢትዮጵያ"
SF006338810,24.183,29.017,"البطنان, ليبيا"
AGM00060425,36.213,1.332,"Turkana, Rift Valley, Kenya"
SF000206490,33.82,18.38,"Artoli, بربر, نهر النيل, السودان"
SF005114180,25.97,27.23,"الوادي الجديد, مصر"
SF000302190,33.67,23.13,"البحر الأحمر, مصر"
SF001474160,31.42,26.2,"الوادي الجديد, مصر"
WA009601210,20.02,15.58,"Batha البطحة, Tchad تشاد"
AGM00060421,35.867,7.117,"Chenna, Keffa, የደቡብ ምዕራብ ኢትዮጵያ ህዝቦች ክልል / South West Ethiopia Peoples' Region, ኢትዮጵያ"
SF003026280,28.97,30.85,"مارينا العلمين السياحيه, العلمين, مطروح, مصر"
AGM00060353,36.817,5.883,"Liemo Giento, South Omo, የደቡብ ብሔር ብሔረሰቦችና ሕዝቦች ክልል / Southern Nations, Nationalities, and Peoples' Region, ኢትዮጵያ"
WA003848520,27.2,18.98,"Mellit, ولاية شمال دارفور, السودان"
SF002098860,30.27,30.0,"البحيرة, مصر"
WA010472480,19.13,13.65,"Batha البطحة, Tchad تشاد"
MAM00067085,18.867,47.5,"1102, Vastagtanya, Budakeszi, Budakeszi járás, Pest vármegye, Közép-Magyarország, 2092, Magyarország"
SF001516040,31.07,28.35,"المنيا, مصر"
SF000281500,34.0,22.07,"البحر الأحمر, مصر"
GHM00065473,5.617,0.0,"Community 2, Tema, Tema Metropolitan District, Greater Accra Region, GT-020-5892, Ghana"
MA000067095,18.117,49.4,"Valašská Bystřice, okres Vsetín, Zlínský kraj, Střední Morava, 756 27, Česko"
GHM00065467,4.896,-1.775,"Takoradi Airport, Oil City Road, Dixcove Hill, Sekondi-Takoradi, Sekondi Takoradi Metropolitan District, Western Region, Ghana"
SF003348250,28.25,29.97,"مطروح, مصر"
SF001424970,31.32,23.82,"الوادي الجديد, مصر"
UG000063726,-1.25,29.983,"Beni Ikhlef ⴰⵢⵜ ⵉⵅⵍⴻⴼ بني يخلف, Daïra de Kerzaz, Béni Abbès, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
SF003517080,27.82,20.42,"الولاية الشمالية, السودان"
ZA000067659,15.767,27.917,"وادي الشاطئ, ليبيا"
SF001000600,32.5,26.53,"سوهاج, مصر"
SF000175820,34.2,24.833,"البحر الأحمر, مصر"
ET000063402,7.667,36.833,"RN 44, Aïn Chouga ⵄⵉⵏ ⵛⵓⴳⴰ عين شوقة, El Bouni ⵍⴱⵓⵏⵉ البوني, Daïra El Bouni, Annaba, 23204, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
WA007400630,22.55,17.05,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SF001274850,31.58,28.78,"بنى سويف, مصر"
SF003300980,28.13,27.57,"الوادي الجديد, مصر"
SF001797900,30.67,28.95,"سطح الحديد, بنى سويف, مصر"
WA011990010,17.52,15.02,"Salal سالل, Hillé Goss, Dourgoulanga, Barh el Gazel بحر الغزال, Tchad تشاد"
UV000065501,14.033,-0.033,"Kellé, Cuvette-Ouest, Congo"
CF000064459,1.617,18.067,"Cercle de Kidal, Kidal, Mali"
SF004694590,26.15,24.77,"الوادي الجديد, مصر"
SF002001660,30.25,25.1,"الوادي الجديد, مصر"
WA007810860,22.43,15.55,"Wadi Fira وادي فيرا, Tchad تشاد"
UVM00065505,12.467,3.483,"D32, Ngobissong, Bengbis, Sud, Cameroun"
MR000061450,18.567,-11.433,"Bié, Angola"
SF003203480,28.3,22.7,"الوادي الجديد, مصر"
SF000451340,33.23,20.58,"أبو حمد, نهر النيل, السودان"
SF004322370,26.95,24.633,"الوادي الجديد, مصر"
AO000066160,-8.85,13.233,"Galamado, Barkaya, Kita, Kayes, Mali"
MOW00013021,32.35,-8.7833,"Mfuto, Momba, Songwe, Southern Highlands Zone, Tanzania"
MR000001415,20.93,-17.05,"Cuando Cubango, Angola"
SF000945780,32.13,23.83,"أسوان, مصر"
SF000213300,34.02,18.68,"سنكات, البحر الأحمر, السودان"
SF004002030,27.4,26.62,"الوادي الجديد, مصر"
SU000062640,19.533,33.317,"أبو حمد, نهر النيل, السودان"
MR000001401,25.23,-11.62,"Mwinilunga District, North-Western Province, Zambia"
SF002957700,28.83,27.43,"الوادي الجديد, مصر"
SF002985120,28.53,28.8,"مطروح, مصر"
BC008033530,22.38,26.7,"الكفرة, ليبيا"
WA007413260,22.93,17.68,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
AGM00060555,33.068,6.089,"Pibor, South Sudan جنوب السودان"
SF001316390,31.15,18.35,"الولاية الشمالية, السودان"
SF001800320,30.55,29.02,"الفيوم, مصر"
SF003724960,27.783,30.8,"مطروح, مصر"
SF000278760,33.62,22.0,"الواحات, ليبيا"
MOE00147753,35.7297,-5.9,"Bahi, Dodoma, Central Zone, Tanzania"
ZI000067779,16.783,31.583,"سرت, ليبيا"
SF002090390,30.17,29.53,"الجيزة, مصر"
SF002721270,29.13,31.57,"الجيزة, مصر"
AO000066410,14.65,17.683,"N’Guigmi, Diffa, Niger"
SF002830980,28.65,21.05,"الولاية الشمالية, السودان"
WA008712780,21.13,16.17,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
SF000860070,32.12,19.52,"الولاية الشمالية, السودان"
SFM00068242,25.798,25.548,"الوادي الجديد, مصر"
SF006308860,24.28,27.5,"الواحات, ليبيا"
SF001676650,30.57,22.88,"الوادي الجديد, مصر"
SF003174470,28.45,21.25,"الولاية الشمالية, السودان"
SF004426600,27.0,29.87,"مطروح, مصر"
WA008731170,21.45,17.07,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
SF004771910,26.18,28.6,"مطروح, مصر"
SF004754560,26.1,27.77,"مطروح, مصر"
AGE00147780,37.08,6.47,"Gamo Gofa, ደቡብ ኢትዮጵያ ክልላዊ መንግስት / South Ethiopia Regional State, ኢትዮጵያ"
SF003676000,28.0,28.33,"الجيزة, مصر"
MOE00147752,35.78,-5.82,"Meia Meia, Bahi, Dodoma, Central Zone, Tanzania"
AGE00147794,36.78,5.1,"South Omo, የደቡብ ብሔር ብሔረሰቦችና ሕዝቦች ክልል / Southern Nations, Nationalities, and Peoples' Region, ኢትዮጵያ"
WA005683070,24.62,17.68,"Mellit, ولاية شمال دارفور, السودان"
CD000004758,12.18,18.68,"Bilma, Agadez, Niger"
AGM00060540,34.15,0.067,"Kadimu, West Alego ward, Alego Usonga, Siaya, Kenya"
UG000063684,0.683,34.167,"Rogassa ⵔⵓⴳⴰⵙⴰ الرقاصة, Daïra de Rogassa, El Bayadh, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
TZ000063862,-6.167,35.767,Maroc ⵍⵎⵖⵔⵉⴱ المغرب
SF000028850,34.75,20.0,"بورتسودان, البحر الأحمر, 79800, السودان"
SF002942330,28.9,26.63,"الوادي الجديد, مصر"
ZI000067977,21.017,31.583,"مدرسه عبدالله ابن ابي الصرح, مسوس-الخروبة, الخروبة, المرج, ليبيا"
GB000004560,0.83,12.72,"Natyaga, Bartiébougou, Komondjari, Est, Burkina Faso"
SF001943230,30.38,22.18,"الوادي الجديد, مصر"
SF001405820,31.2,22.83,"الوادي الجديد, مصر"
SF002146700,29.667,17.9,"الولاية الشمالية, السودان"
SF004780080,26.13,29.02,"مطروح, مصر"
SU000062641,19.583,37.217,"حي المطار, بورتسودان, البحر الأحمر, 79800, السودان"
SF002840080,28.65,21.52,"الولاية الشمالية, السودان"
SF004722810,26.133,26.167,"الوادي الجديد, مصر"
SF001224690,31.82,26.27,"الوادي الجديد, مصر"
SF004393960,26.6,28.23,"مطروح, مصر"
MOW00013020,34.2333,-6.0667,"Mgandu, Itigi, Singida, Central Zone, Tanzania"
SF005536510,25.37,29.83,"مطروح, مصر"
WA003144820,28.03,19.78,"الولاية الشمالية, السودان"
SF002566380,29.13,23.88,"الوادي الجديد, مصر"
WA003855160,27.1,19.3,"Mellit, ولاية شمال دارفور, السودان"
SF000061920,34.18,19.1,"بورتسودان, البحر الأحمر, 79800, السودان"
SF001015350,32.42,27.3,"أسيوط, مصر"
WA005266790,25.32,16.38,"Mellit, ولاية شمال دارفور, السودان"
UVM00065510,11.16,-4.331,"Piste de l'aéroport International de Bobo, Avenue de l'Indépendance, Samogan, Houet, Hauts-Bassins, Burkina Faso"
CFM00064460,2.067,14.133,"Goura Goura, Ouallam, Tillabéri, Niger"
SF001688000,30.85,23.45,"الوادي الجديد, مصر"
BC007602130,22.55,27.13,"الواحات, ليبيا"
SF006778340,23.917,29.483,"البطنان, ليبيا"
MOM00060155,33.557,-7.66,"Chunya, Mbeya, Southern Highlands Zone, Tanzania"
SF000066120,34.22,19.35,"بورتسودان, البحر الأحمر, 79800, السودان"
SF004783600,26.5,29.2,"مطروح, مصر"
SU000062721,15.6,32.549,"محافظة بني وليد, ليبيا"
SF002885280,28.8,23.8,"الوادي الجديد, مصر"
SF001527920,31.2,28.92,"بني سويف الجديدة, بنى سويف, 62517, مصر"
SF002794970,28.78,19.28,"الولاية الشمالية, السودان"
SF000534320,33.2,24.73,"أسوان, مصر"
ET000063403,8.15,35.533,"Ain Zerga ⵄⵉⵏ ⵣⵣⴻⵔⴳⴰ عين الزرقاء, daïra Ouenza, Tébessa, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
SF000292970,33.95,22.67,"البحر الأحمر, مصر"
SF004412610,26.87,29.17,"مطروح, مصر"
SF003017510,28.52,30.43,"مطروح, مصر"
SF000778810,32.68,26.5,"قنا, مصر"
SF005554550,25.1,30.75,"مطروح, مصر"
TO000005361,8.98,1.13,"TCHAWANDA, Sokodé, Tchaoudjo, Région Centrale, Togo"
SF000068858,33.033,27.833,"البحر الأحمر, مصر"
WA007862830,22.22,18.17,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
SF005493580,25.48,27.7,"الوادي الجديد, مصر"
WA008727100,21.33,16.9,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
WA007818150,22.08,15.97,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SF004762830,26.22,28.17,"مطروح, مصر"
SF000298050,33.93,22.97,"البحر الأحمر, مصر"
GHM00065472,5.605,-0.167,"Kotoka International Airport, Giffard Road, Cantonments, Accra, La-Dade-Kotopon Municipal District, Greater Accra Region, GL-067-5987, Ghana"
SF005464120,25.37,26.25,"الوادي الجديد, مصر"
WA012505070,17.45,14.78,"Barh el Gazel بحر الغزال, Tchad تشاد"
SF001032300,32.33,28.13,"المنيا, مصر"
SF000918900,32.33,22.5,"أسوان, مصر"
MLM00061257,14.482,-11.44,"Cuanza Sul, Angola"
CM000004910,4.02,9.72,"Kaiama, Kwara, Nigeria"
SF004383150,26.77,27.68,"الوادي الجديد, مصر"
SF002891020,28.7,24.07,"الوادي الجديد, مصر"
SF003977840,27.07,25.45,"الوادي الجديد, مصر"
SF000068496,28.5,32.4,"البحر الأحمر, مصر"
NIM00065167,9.258,12.43,"Garki, Jigawa, Nigeria"
WA005668600,24.83,16.98,"Mellit, ولاية شمال دارفور, السودان"
SF003272640,28.4,26.15,"الوادي الجديد, مصر"
MAM00067045,16.95,46.833,"76, Alsónemesapáti, Zalaegerszegi járás, Zala vármegye, Nyugat-Dunántúl, Dunántúl, 8924, Magyarország"
WA010098520,19.7,17.98,"Borkou بوركو, Tchad تشاد"
SF005133500,25.83,28.2,"مطروح, مصر"
WA007376930,22.55,15.9,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SF002935970,28.95,26.33,"الوادي الجديد, مصر"
SF001994350,30.27,24.75,"الوادي الجديد, مصر"
SF006781320,23.68,29.6,"البطنان, ليبيا"
WA006092700,24.5,16.65,"Mellit, ولاية شمال دارفور, السودان"
TZ000063733,-1.5,33.8,"Kasdir ⵇⴰⵙⴷⵉⵔ قصدير, daïra Makman Ben Amer ⵝⴰⴷⴰⵢⵔⴰ ⵏ ⵎⴻⴽⵎⴻⵏ ⴱⴻⵏ ⵄⴻⵎⵎⴰⵔ دائرة مكمن بن عمار, Naâma ⵏⵄⴰⵎⴰ النعامة, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
MLM00061296,11.417,-7.5,"Bougouni, Cercle de Bougouni, Région de Sikasso, Mali"
SF001028400,32.52,27.98,"المنيا, مصر"
AGM00060387,36.917,3.95,"Dukana, North Horr, Marsabit, Eastern, Kenya"
WA011592110,18.02,20.63,"Tibesti تيبستي, Tchad تشاد"
SF004323870,26.97,24.73,"الوادي الجديد, مصر"
SF003005670,28.95,29.82,"مطروح, مصر"
CGM00064115,-1.967,18.267,"Cercle de Tombouctou, Taoudénit, Mali"
SF003618320,27.88,25.47,"الوادي الجديد, مصر"
SF001031390,32.33,28.08,"المنيا, مصر"
SF002962380,28.97,27.63,"الوادي الجديد, مصر"
SF005555670,25.45,30.83,"مطروح, مصر"
AGM00060620,27.838,-0.186,"Tshopo, République démocratique du Congo"
SF001725800,30.68,25.32,"الوادي الجديد, مصر"
BC006270240,24.4,25.52,"الكفرة, ليبيا"
SUM00062733,15.317,35.6,"حلفا الجديدة, نهر عطبرة, كسلا, السودان"
WA003805190,27.15,16.8,"Mellit, ولاية شمال دارفور, السودان"
SF000765670,32.95,25.82,"الأقصر, مصر"
SF000367290,33.65,26.42,"البحر الأحمر, مصر"
SF005122800,25.67,27.67,"الوادي الجديد, مصر"
UV000065516,11.75,-2.933,"Niari, Congo"
CFM00064462,0.1,13.55,"Tyoure, Titabé, Yagha, Sahel, Burkina Faso"
SF000798110,32.517,27.467,"أسيوط, مصر"
SF001230630,31.55,26.55,"سوهاج الجديدة, الوادي الجديد, مصر"
SF004777620,26.23,28.93,"مطروح, مصر"
SF002600040,29.07,25.52,"طريق الخارجة, موط, إسمنت, الوادي الجديد, مصر"
TS000060725,36.48,8.8,"Bedele - Nekemte Road, Getema, East Wellega, ኦሮሚያ ክልል / Oromia, ኢትዮጵያ"
MOW00013022,33.6167,-7.1167,"Chunya, Mbeya, Southern Highlands Zone, Tanzania"
SF005951100,24.83,31.07,"البطنان, ليبيا"
SF001410750,31.27,23.05,"الوادي الجديد, مصر"
SF000440500,33.35,20.05,"أبو حمد, نهر النيل, السودان"
SF001804390,30.82,29.27,"البرمكي, الفيوم, 63759, مصر"
WA010543500,19.33,17.2,"Borkou بوركو, Tchad تشاد"
SF000565970,33.45,26.33,"البحر الأحمر, مصر"
WA007384350,22.75,16.25,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
ZI000067975,20.067,30.867,"ميناء الزويتينة النفطي, الواحات, ليبيا"
SG000001627,15.38,-15.15,"Matala, Huíla, Angola"
MAM00067131,21.754,43.376,"Сечаница, Градска општина Црвени Крст, Град Ниш, Нишавски управни округ, Централна Србија, 18219, Србија"
TZM00063870,-6.222,39.225,"La Angorrilla, Alcuéscar, Cáceres, Extremadura, 10160, España"
SGM00061699,12.572,-12.22,"Kedougou Airport, N 7, Marougoukoto, Sékéto, Kédougou, Arrondissement de Bandafassi, Département de Kédougou, Région de Kédougou, 26005, Sénégal"
SF001745500,30.68,26.3,"الوادي الجديد, مصر"
SF001680660,30.58,23.05,"الوادي الجديد, مصر"
SF002533630,29.05,22.22,"الوادي الجديد, مصر"
SF005188590,25.8,30.95,"مطروح, مصر"
SF004243570,26.95,20.7,"الولاية الشمالية, السودان"
EG000624200,28.3331,28.9,"علم الحطية Alam El Hatiyah, مطروح, مصر"
SF005898670,24.95,28.47,"البطنان, ليبيا"
WA006570360,23.6,19.03,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SF004041320,27.2,28.58,"مطروح, مصر"
WA004970190,25.77,20.0,"Mellit, ولاية شمال دارفور, السودان"
AGM00060581,31.673,6.14,"Bor, Bor South, Jonglei, South Sudan جنوب السودان"
SF006334630,24.22,28.77,"البطنان, ليبيا"
SGM00061666,14.65,-16.233,"Cunene, Angola"
SF003336820,28.367,29.383,"مطروح, مصر"
AGM00060580,31.917,5.413,"Juba, Central Equatoria, South Sudan جنوب السودان"
MOM00060220,31.398,-9.682,"Mungwi District, Northern Province, Zambia"
SF000845580,32.3,18.82,"الولاية الشمالية, السودان"
CT000004650,4.38,18.57,"Tchintabaradene, Tahoua, Niger"
SF000893850,32.42,21.22,"الولاية الشمالية, السودان"
AG000060590,30.5667,2.8667,"Aru, Ituri, République démocratique du Congo"
SF003277840,28.07,26.47,"الوادي الجديد, مصر"
AGM00060557,33.267,-0.3,"Buvuma, Central Region, Uganda"
SF002531740,29.42,22.12,"الوادي الجديد, مصر"
SF001771840,30.57,27.62,"أسيوط, مصر"
BC000068328,26.05,22.45,"الوادي الجديد, مصر"
SF003680030,27.55,28.52,"مطروح, مصر"
SGM00061698,12.883,-14.967,"Namibe, Angola"
MZ000067261,16.183,33.583,"شندي, نهر النيل, السودان"
KE000063740,-1.317,36.917,"Naivas Embakassi, Embakasi Road, NSSF Nyayo Embakasi, Embakasi, Nairobi, 00501, Kenya"
SF003160610,28.03,20.55,"الولاية الشمالية, السودان"
MR000001403,22.68,-12.7,"Moxico, Angola"
SF000285360,33.93,22.28,"البحر الأحمر, مصر"
SF000336800,33.83,24.88,"البحر الأحمر, مصر"
SF007227000,23.17,29.9,"البطنان, ليبيا"
SF001155950,31.92,22.83,"طريق وادى السبوع, أسوان, مصر"
MOW00013023,32.1167,-7.8833,Tanzania
WA009157810,20.52,15.95,"Borkou بوركو, Tchad تشاد"
SF005140100,25.67,28.52,"مطروح, مصر"
SF001538750,31.08,29.5,"الفيوم, مصر"
SF002714020,29.2,31.23,"الجيزة, مصر"
SF001662380,30.97,22.13,"الوادي الجديد, مصر"
WA003491580,27.63,19.1,"الولاية الشمالية, السودان"
CFM00064463,-5.583,14.817,"Cercle de Tenenkou, Mopti, Mali"
SF003397340,28.23,32.42,"المنيا, مصر"
SF004408850,26.75,28.98,"مطروح, مصر"
SF000794850,32.58,27.3,"سوهاج, مصر"
SF006787220,23.53,29.92,"البطنان, ليبيا"
SF001218750,31.58,26.02,"الوادي الجديد, مصر"
SF004342280,26.82,25.63,"الوادي الجديد, مصر"
ZA000067667,15.55,28.25,"شعبية الجفرة, ليبيا"
GVM00061834,9.217,-10.217,"Soundya, Kissidougou, Faranah, Guinée"
PUM00061766,11.895,-15.654,"Namibe, Angola"
SF004431960,26.77,30.08,"مطروح, مصر"
SF004442030,26.88,30.63,"مطروح, مصر"
SF006802800,23.65,30.67,"البطنان, ليبيا"
TO000005376,7.58,1.12,"Afidégnigban, Région des Plateaux, Togo"
ZAM00067663,14.45,28.467,"وادي الشاطئ, ليبيا"
SF001485170,31.117,26.8,"الوادي الجديد, مصر"
SF005896700,24.67,28.37,"البطنان, ليبيا"
WA004192150,26.58,18.13,"Mellit, ولاية شمال دارفور, السودان"
SF001760150,30.75,27.02,"أسيوط, مصر"
MA000067083,18.8,47.483,"1, Páty, Budakeszi járás, Pest vármegye, Közép-Magyarország, 2071, Magyarország"
GHM00065465,4.867,-2.233,"Pepre Point, Axim, Nzema East Municipal District, Western Region, Ghana"
SF006791640,23.73,30.1,"البطنان, ليبيا"
GHM00065459,6.083,-0.25,"Kwakye, Adweso, New Juaben South Municipal District, Eastern Region, Ghana"
SF004397640,26.73,28.45,"مطروح, مصر"
AGM00060423,36.283,7.967,"Jimma, ኦሮሚያ ክልል / Oromia, ኢትዮጵያ"
MLM00061240,15.333,-1.683,"Abala, Plateaux, Congo"
WA006125020,24.37,18.28,"Mellit, ولاية شمال دارفور, السودان"
SF005493540,25.4,27.65,"الوادي الجديد, مصر"
SF001475240,31.23,26.3,"الوادي الجديد, مصر"
WA007835770,22.12,16.83,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
AGM00060437,36.283,2.733,"Turkana, Rift Valley, Kenya"
AGM00060351,36.795,5.874,"Liemo Giento, South Omo, የደቡብ ብሔር ብሔረሰቦችና ሕዝቦች ክልል / Southern Nations, Nationalities, and Peoples' Region, ኢትዮጵያ"
ML000061250,15.867,2.217,"Mouloundou, Boumba-et-Ngoko, Est, Cameroun"
SF005126130,25.72,27.85,"مطروح, مصر"
WA008305800,21.67,17.83,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
SF004766300,26.5,28.35,"مطروح, مصر"
NG000001043,14.9,5.25,"Nana-Mambéré, Ködörösêse tî Bêafrîka / République centrafricaine"
WA011037970,18.78,17.95,"Oweney أوني, Yougoudou يوقودو, Faya-Largeau فايا لارجو, Borkou بوركو, Tchad تشاد"
GAM00061701,13.338,-16.652,"Cunene, Angola"
MLM00061265,14.513,-4.08,"Pool, Congo"
WA005701860,24.6,18.62,"Mellit, ولاية شمال دارفور, السودان"
WA006508360,23.93,15.97,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SF005511200,25.52,28.57,"مطروح, مصر"
AGM00060360,36.822,7.809,"Jimma, ኦሮሚያ ክልል / Oromia, ኢትዮጵያ"
SF001472250,31.27,26.13,"الوادي الجديد, مصر"
MIM00067586,13.789,33.781,"سنار, السودان"
NG000001080,13.47,7.08,"Nyambaka, Vina, Adamaoua, Cameroun"
SF000994920,32.2,26.28,"سوهاج, مصر"
SF000962720,32.05,24.67,"الوادي الجديد, مصر"
WA008304520,21.53,17.77,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
SF001018040,32.42,27.45,"أسيوط, مصر"
WA007868650,22.42,18.48,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
SF000917630,32.22,22.43,"أسوان, مصر"
SF005865450,24.58,26.82,"الكفرة, ليبيا"
WA010085780,19.63,17.33,"Borkou بوركو, Tchad تشاد"
SF006780230,23.88,29.52,"البطنان, ليبيا"
SF003211100,28.333,23.067,"الوادي الجديد, مصر"
SF005903070,24.65,28.67,"البطنان, ليبيا"
SF003246070,28.12,24.85,"الوادي الجديد, مصر"
WA005294520,25.03,17.77,"Mellit, ولاية شمال دارفور, السودان"
SF003594580,27.63,24.27,"الوادي الجديد, مصر"
SU000062840,9.55,31.65,"رمادة الغربية, معتمدية رمادة, ولاية تطاوين, تونس"
IV000065585,5.3,-3.3,"Adiaké, Sud-Comoé, Comoé, Côte d’Ivoire"
SF002320180,29.8,26.52,"الوادي الجديد, مصر"
SF005850560,24.92,26.03,"الكفرة, ليبيا"
SF005887210,24.53,27.92,"الواحات, ليبيا"
SF001667550,30.58,22.45,"الوادي الجديد, مصر"
WA004131580,26.63,15.1,"Mellit, ولاية شمال دارفور, السودان"
SF005133450,25.75,28.2,"مطروح, مصر"
SF004243540,26.9,20.68,"الولاية الشمالية, السودان"
SF001480830,31.4,26.57,"الوادي الجديد, مصر"
SF004780930,26.05,29.05,"مطروح, مصر"
SF005487470,25.45,27.42,"الوادي الجديد, مصر"
AGM00060566,32.384,3.794,"Magwi, Eastern Equatoria, South Sudan جنوب السودان"
SF003985560,27.27,25.82,"الوادي الجديد, مصر"
SGM00061695,12.556,-16.282,"Pediva, Namibe, Angola"
SF001465880,31.3,25.83,"الوادي الجديد, مصر"
ZI000067789,17.033,30.85,"سرت, ليبيا"
SF005945390,24.98,30.82,"البطنان, ليبيا"
CGM00064247,-6.167,23.617,"Cercle de Tombouctou, Taoudénit, Mali"
SF004354000,26.67,26.23,"الوادي الجديد, مصر"
CD000004756,13.85,20.85,"Bilma, Agadez, Niger"
SF002592780,29.15,25.17,"الوادي الجديد, مصر"
SF002411310,29.68,31.08,"الإسكندرية, مصر"
WA006961830,23.05,16.62,"Ennedi Est إنيدي الشرقية, Tchad تشاد"
MI000067421,-9.7,33.267,"Chitipa, Northern Region, Malawi"
TZ000063887,-7.633,35.767,"Igingilanyi, Iringa, Southern Highlands Zone, Tanzania"
CT000004661,6.5,23.27,"Tazrouk ⵜⴰⵥⵔⵓⴽ تاظروك, Daïra Tazrouk, Tamanrasset, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
SF001706390,30.63,24.37,"شارع درب الاربعين, الوادي الجديد, مصر"
WA008746490,21.32,17.87,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
SF002036570,30.45,26.88,"الوادي الجديد, مصر"
SF004682100,26.5,24.12,"الوادي الجديد, مصر"
WA002737540,28.57,16.43,"Sowdari, ولاية شمال كردفان, السودان"
GB000064503,-3.417,10.65,"Koronkoura, Iolonioro, Bougouriba, Sud-Ouest, Burkina Faso"
CD000064706,8.567,16.067,"Tchirozérine, Agadez, Niger"
AO000066422,15.2,12.15,"Tamo, Belede Madouan, Chari-Baguirmi شاري باقرمي, Tchad تشاد"
SF007211970,23.28,29.12,"البطنان, ليبيا"
SF002400220,29.87,30.52,"البحيرة, مصر"
SF002608820,29.2,25.97,"الوادي الجديد, مصر"
WA006083760,24.27,16.22,"كتم, ولاية شمال دارفور, السودان"
SF000896930,32.03,21.4,"الولاية الشمالية, السودان"
CT000004660,5.77,20.67,"Trans-Sahara, In Guezzam ⵄⵉⵏ ⴳⴻⵣⵣⴰⵎ عين قزام, Daïra In Guezzam, In Guezzam, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
SF001010970,32.12,27.07,"أسيوط, مصر"
WA006095670,24.45,16.82,"Mellit, ولاية شمال دارفور, السودان"
UG000063674,0.183,30.1,"Ksar Kaddour, Daïra de Tinerkouk, Timimoune, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
SF005180880,25.97,30.57,"مطروح, مصر"
SF000098150,34.08,20.95,"بورتسودان, البحر الأحمر, 79800, السودان"
GB000004553,-1.63,13.57,"Toessen, Bam, Centre-Nord, Burkina Faso"
SF000477160,33.43,21.9,Nubian Desert
LT002970830,28.88,28.05,"الجيزة, مصر"
SF001715460,30.6,24.83,"Ezbet el Gaga, الوادي الجديد, مصر"
WA009612470,20.12,16.15,"Borkou بوركو, Tchad تشاد"
SF000981900,32.167,25.617,"الوادي الجديد, مصر"
SF001400200,31.33,22.52,"الوادي الجديد, مصر"
WA004952670,25.95,19.15,"Mellit, ولاية شمال دارفور, السودان"
SF003284250,28.08,26.73,"الوادي الجديد, مصر"
SF003654090,27.82,27.23,"الوادي الجديد, مصر"
SF000876350,32.08,20.37,"الولاية الشمالية, السودان"
SF000794900,32.67,27.28,"سوهاج, مصر"
SF004371040,26.733,27.067,"الوادي الجديد, مصر"
WA007841360,22.27,17.08,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
IVM00065594,4.747,-6.661,"Aéroport de San-Pédro, Route de l'aéroport, Quartier Le Lac, San-Pédro, San Pedro, Bas-Sassandra, Côte d’Ivoire"
WA003140320,28.03,19.53,"الولاية الشمالية, السودان"
SF001490820,31.37,27.05,"نزلة الشيخ شحاتة, أسيوط, 71779, مصر"
SF001740930,30.57,26.08,"الوادي الجديد, مصر"
WA005318490,25.15,18.98,"Mellit, ولاية شمال دارفور, السودان"
SF001023000,32.52,27.67,"أسيوط, مصر"
SF002695320,29.37,30.3,"مطروح, مصر"
WAM00068098,22.983,14.65,"كتم, ولاية شمال دارفور, السودان"
SF003994040,27.23,26.23,"الوادي الجديد, مصر"
TO000005352,10.37,0.37,"Komo, Estuaire, Gabon"
SF002961690,28.82,27.6,"الوادي الجديد, مصر"
WA008707750,21.417,15.933,"Ennedi Ouest إنيدي الغربية, Tchad تشاد"
SF005110840,25.9,27.05,"الوادي الجديد, مصر"
SF002694770,29.45,30.27,"مطروح, مصر"
BC008948490,21.217,27.5,"الواحات, ليبيا"
EGM00062403,26.2,32.75,"قنا, مصر"
SF006787760,23.93,29.93,"البطنان, ليبيا"
SF004741980,26.32,27.12,"الوادي الجديد, مصر"
SF001103850,31.92,20.23,"الولاية الشمالية, السودان"
